Category,Subcategory,Endpoint,Port,Protocol,TestMode,WildcardNote,Notes,Reference,Workloads
Intune,IP Ranges,74.242.35.0/25,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,104.46.162.96/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,104.208.197.64/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,172.160.217.160/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,172.201.237.160/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,172.202.86.192/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,172.205.63.0/25,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,172.212.214.0/25,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,172.215.131.0/27,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges - Azure Front Door,13.107.219.0/24,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune Azure Front Door endpoint - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges - Azure Front Door,13.107.227.0/24,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune Azure Front Door endpoint - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges - Azure Front Door,13.107.228.0/23,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune Azure Front Door endpoint - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges - Azure Front Door,150.171.97.0/24,443,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune Azure Front Door endpoint - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges - IPv6,2620:1ec:40::/48,443,TCP,CloudPC,IP range - verify firewall allows IPv6,Intune IPv6 range - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges - IPv6,2620:1ec:49::/48,443,TCP,CloudPC,IP range - verify firewall allows IPv6,Intune IPv6 range - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges - IPv6,2620:1ec:4a::/47,443,TCP,CloudPC,IP range - verify firewall allows IPv6,Intune IPv6 range - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,4.145.74.224/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,4.150.254.64/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,4.154.145.224/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,4.200.254.32/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,4.207.244.0/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,4.213.25.64/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,4.213.86.128/25,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,4.216.205.32/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,4.237.143.128/25,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,13.67.13.176/28,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,13.67.15.128/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,13.69.67.224/28,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,13.69.231.128/28,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,13.70.78.128/28,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,13.70.79.128/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,13.74.111.192/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,13.77.53.176/28,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,13.86.221.176/28,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,13.89.174.240/28,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,13.89.175.192/28,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.37.153.0/24,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.37.192.128/25,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.38.81.0/24,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.41.1.0/24,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.42.1.0/24,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.42.130.0/24,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.42.224.128/25,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.43.129.0/24,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.44.19.224/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.91.147.72/29,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.168.189.128/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.189.172.160/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.189.229.0/25,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.191.167.0/25,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.192.159.40/29,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.192.174.216/29,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.199.207.192/28,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.204.193.10/31,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.204.193.12/30,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.204.194.128/31,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.208.149.192/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.208.157.128/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,20.214.131.176/29,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.67.121.224/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.70.151.32/28,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.71.14.96/28,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.74.25.0/24,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.78.245.240/28,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.78.247.128/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.79.197.64/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.79.197.96/28,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.80.180.208/28,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.80.180.224/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.80.184.128/25,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.82.248.224/28,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.82.249.128/25,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.84.70.128/25,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,40.119.8.128/25,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,48.218.252.128/25,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,52.150.137.0/25,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,52.162.111.96/28,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,52.168.116.128/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,52.182.141.192/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,52.236.189.96/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,52.240.244.160/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,57.151.0.192/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,57.153.235.0/25,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,57.154.140.128/25,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,57.154.195.0/25,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,57.155.45.128/25,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,68.218.134.96/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,74.224.214.64/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,74.242.35.0/25,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,104.46.162.96/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,104.208.197.64/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,172.160.217.160/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,172.201.237.160/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,172.202.86.192/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,172.205.63.0/25,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,172.212.214.0/25,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges,172.215.131.0/27,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune client and host service (ID 163) - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges - Azure Front Door,13.107.219.0/24,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune Azure Front Door endpoint - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges - Azure Front Door,13.107.227.0/24,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune Azure Front Door endpoint - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges - Azure Front Door,13.107.228.0/23,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune Azure Front Door endpoint - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges - Azure Front Door,150.171.97.0/24,80,TCP,CloudPC,IP range - verify firewall allows TCP 80/443,Intune Azure Front Door endpoint - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges - IPv6,2620:1ec:40::/48,80,TCP,CloudPC,IP range - verify firewall allows IPv6,Intune IPv6 range - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges - IPv6,2620:1ec:49::/48,80,TCP,CloudPC,IP range - verify firewall allows IPv6,Intune IPv6 range - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,IP Ranges - IPv6,2620:1ec:4a::/47,80,TCP,CloudPC,IP range - verify firewall allows IPv6,Intune IPv6 range - Allow Required,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,MAA Attestation,intunemaape1.eus.attest.azure.net,443,TCP,CloudPC,,Microsoft Azure Attestation - East US,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,MAA Attestation,intunemaape2.eus2.attest.azure.net,443,TCP,CloudPC,,Microsoft Azure Attestation - East US 2,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,MAA Attestation,intunemaape3.cus.attest.azure.net,443,TCP,CloudPC,,Microsoft Azure Attestation - Central US,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,MAA Attestation,intunemaape4.wus.attest.azure.net,443,TCP,CloudPC,,Microsoft Azure Attestation - West US,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,MAA Attestation,intunemaape5.scus.attest.azure.net,443,TCP,CloudPC,,Microsoft Azure Attestation - South Central US,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,MAA Attestation,intunemaape6.ncus.attest.azure.net,443,TCP,CloudPC,,Microsoft Azure Attestation - North Central US,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,MAA Attestation,intunemaape7.neu.attest.azure.net,443,TCP,CloudPC,,Microsoft Azure Attestation - North Europe,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,MAA Attestation,intunemaape8.neu.attest.azure.net,443,TCP,CloudPC,,Microsoft Azure Attestation - North Europe 2,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,MAA Attestation,intunemaape9.neu.attest.azure.net,443,TCP,CloudPC,,Microsoft Azure Attestation - North Europe 3,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,MAA Attestation,intunemaape10.weu.attest.azure.net,443,TCP,CloudPC,,Microsoft Azure Attestation - West Europe,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,MAA Attestation,intunemaape11.weu.attest.azure.net,443,TCP,CloudPC,,Microsoft Azure Attestation - West Europe 2,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,MAA Attestation,intunemaape12.weu.attest.azure.net,443,TCP,CloudPC,,Microsoft Azure Attestation - West Europe 3,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
Intune,MAA Attestation,intunemaape13.jpe.attest.azure.net,443,TCP,CloudPC,,Microsoft Azure Attestation - Japan East,https://learn.microsoft.com/en-us/intune/intune-service/fundamentals/intune-endpoints,Intune;Windows365
